message,attributes,tags,timestamp
"2026-01-10 00:49:26,864 - base_gas_api - INFO - GET /api/predictions - 200 - 0.001s","{""level"":""error""}","{""project"":""8f2b05cb-3739-45e0-9ce7-41b72e53105f"",""environment"":""30062d3a-ee90-44fd-b4a1-356972e7b025"",""service"":""80279322-99d7-4b5e-8bcc-4a088b3ca6f2"",""deployment"":""582b3537-8021-4683-93e6-be42fe212cb9"",""replica"":""aa7123dc-5274-414e-b4f0-db6be8231743""}",2026-01-10T00:49:27.048718701Z
"2026-01-10 00:49:26,853 - base_gas_api - INFO - GET /api/current - 200 - 0.003s","{""level"":""error""}","{""project"":""8f2b05cb-3739-45e0-9ce7-41b72e53105f"",""environment"":""30062d3a-ee90-44fd-b4a1-356972e7b025"",""service"":""80279322-99d7-4b5e-8bcc-4a088b3ca6f2"",""deployment"":""582b3537-8021-4683-93e6-be42fe212cb9"",""replica"":""aa7123dc-5274-414e-b4f0-db6be8231743""}",2026-01-10T00:49:27.048720467Z
2026-01-10 00:49:26 - base_gas_api - INFO - GET /api/accuracy/history from 100.64.0.2,"{""level"":""info""}","{""project"":""8f2b05cb-3739-45e0-9ce7-41b72e53105f"",""environment"":""30062d3a-ee90-44fd-b4a1-356972e7b025"",""service"":""80279322-99d7-4b5e-8bcc-4a088b3ca6f2"",""deployment"":""582b3537-8021-4683-93e6-be42fe212cb9"",""replica"":""aa7123dc-5274-414e-b4f0-db6be8231743""}",2026-01-10T00:49:27.048732300Z
2026-01-10 00:49:26 - base_gas_api - INFO - GET /api/predictions from 100.64.0.2,"{""level"":""info""}","{""project"":""8f2b05cb-3739-45e0-9ce7-41b72e53105f"",""environment"":""30062d3a-ee90-44fd-b4a1-356972e7b025"",""service"":""80279322-99d7-4b5e-8bcc-4a088b3ca6f2"",""deployment"":""582b3537-8021-4683-93e6-be42fe212cb9"",""replica"":""aa7123dc-5274-414e-b4f0-db6be8231743""}",2026-01-10T00:49:27.048732411Z
2026-01-10 00:49:26 - base_gas_api - INFO - GET /api/predictions from 100.64.0.2,"{""level"":""info""}","{""project"":""8f2b05cb-3739-45e0-9ce7-41b72e53105f"",""environment"":""30062d3a-ee90-44fd-b4a1-356972e7b025"",""service"":""80279322-99d7-4b5e-8bcc-4a088b3ca6f2"",""deployment"":""582b3537-8021-4683-93e6-be42fe212cb9"",""replica"":""aa7123dc-5274-414e-b4f0-db6be8231743""}",2026-01-10T00:49:27.048805324Z
"2026-01-10 00:49:26,678 - base_gas_api - INFO - GET /api/predictions from 100.64.0.2","{""level"":""error""}","{""project"":""8f2b05cb-3739-45e0-9ce7-41b72e53105f"",""environment"":""30062d3a-ee90-44fd-b4a1-356972e7b025"",""service"":""80279322-99d7-4b5e-8bcc-4a088b3ca6f2"",""deployment"":""582b3537-8021-4683-93e6-be42fe212cb9"",""replica"":""aa7123dc-5274-414e-b4f0-db6be8231743""}",2026-01-10T00:49:27.048814133Z
2026-01-10 00:49:26 - base_gas_api - INFO - GET /api/predictions - 200 - 0.001s,"{""level"":""info""}","{""project"":""8f2b05cb-3739-45e0-9ce7-41b72e53105f"",""environment"":""30062d3a-ee90-44fd-b4a1-356972e7b025"",""service"":""80279322-99d7-4b5e-8bcc-4a088b3ca6f2"",""deployment"":""582b3537-8021-4683-93e6-be42fe212cb9"",""replica"":""aa7123dc-5274-414e-b4f0-db6be8231743""}",2026-01-10T00:49:27.048822454Z
"2026-01-10 00:49:26,679 - base_gas_api - INFO - GET /api/predictions - 200 - 0.001s","{""level"":""error""}","{""project"":""8f2b05cb-3739-45e0-9ce7-41b72e53105f"",""environment"":""30062d3a-ee90-44fd-b4a1-356972e7b025"",""service"":""80279322-99d7-4b5e-8bcc-4a088b3ca6f2"",""deployment"":""582b3537-8021-4683-93e6-be42fe212cb9"",""replica"":""aa7123dc-5274-414e-b4f0-db6be8231743""}",2026-01-10T00:49:27.048829572Z
2026-01-10 00:49:26 - base_gas_api - INFO - GET /api/predictions from 100.64.0.2,"{""level"":""info""}","{""project"":""8f2b05cb-3739-45e0-9ce7-41b72e53105f"",""environment"":""30062d3a-ee90-44fd-b4a1-356972e7b025"",""service"":""80279322-99d7-4b5e-8bcc-4a088b3ca6f2"",""deployment"":""582b3537-8021-4683-93e6-be42fe212cb9"",""replica"":""aa7123dc-5274-414e-b4f0-db6be8231743""}",2026-01-10T00:49:27.048836776Z
"2026-01-10 00:49:26,758 - base_gas_api - INFO - GET /api/predictions from 100.64.0.2","{""level"":""error""}","{""project"":""8f2b05cb-3739-45e0-9ce7-41b72e53105f"",""environment"":""30062d3a-ee90-44fd-b4a1-356972e7b025"",""service"":""80279322-99d7-4b5e-8bcc-4a088b3ca6f2"",""deployment"":""582b3537-8021-4683-93e6-be42fe212cb9"",""replica"":""aa7123dc-5274-414e-b4f0-db6be8231743""}",2026-01-10T00:49:27.048843249Z
2026-01-10 00:49:26 - base_gas_api - INFO - GET /api/predictions - 200 - 0.040s,"{""level"":""info""}","{""project"":""8f2b05cb-3739-45e0-9ce7-41b72e53105f"",""environment"":""30062d3a-ee90-44fd-b4a1-356972e7b025"",""service"":""80279322-99d7-4b5e-8bcc-4a088b3ca6f2"",""deployment"":""582b3537-8021-4683-93e6-be42fe212cb9"",""replica"":""aa7123dc-5274-414e-b4f0-db6be8231743""}",2026-01-10T00:49:27.048849808Z
"2026-01-10 00:49:26,894 - base_gas_api - INFO - GET /api/accuracy/history from 100.64.0.2","{""level"":""error""}","{""project"":""8f2b05cb-3739-45e0-9ce7-41b72e53105f"",""environment"":""30062d3a-ee90-44fd-b4a1-356972e7b025"",""service"":""80279322-99d7-4b5e-8bcc-4a088b3ca6f2"",""deployment"":""582b3537-8021-4683-93e6-be42fe212cb9"",""replica"":""aa7123dc-5274-414e-b4f0-db6be8231743""}",2026-01-10T00:49:27.055414948Z
2026-01-10 00:49:26 - base_gas_api - INFO - GET /api/accuracy/history - 200 - 0.004s,"{""level"":""info""}","{""project"":""8f2b05cb-3739-45e0-9ce7-41b72e53105f"",""environment"":""30062d3a-ee90-44fd-b4a1-356972e7b025"",""service"":""80279322-99d7-4b5e-8bcc-4a088b3ca6f2"",""deployment"":""582b3537-8021-4683-93e6-be42fe212cb9"",""replica"":""aa7123dc-5274-414e-b4f0-db6be8231743""}",2026-01-10T00:49:27.055424050Z
"2026-01-10 00:49:26,897 - base_gas_api - INFO - GET /api/accuracy/history - 200 - 0.004s","{""level"":""error""}","{""project"":""8f2b05cb-3739-45e0-9ce7-41b72e53105f"",""environment"":""30062d3a-ee90-44fd-b4a1-356972e7b025"",""service"":""80279322-99d7-4b5e-8bcc-4a088b3ca6f2"",""deployment"":""582b3537-8021-4683-93e6-be42fe212cb9"",""replica"":""aa7123dc-5274-414e-b4f0-db6be8231743""}",2026-01-10T00:49:27.055433364Z
2026-01-10 00:49:26 - base_gas_api - INFO - GET /api/accuracy/drift from 100.64.0.2,"{""level"":""info""}","{""project"":""8f2b05cb-3739-45e0-9ce7-41b72e53105f"",""environment"":""30062d3a-ee90-44fd-b4a1-356972e7b025"",""service"":""80279322-99d7-4b5e-8bcc-4a088b3ca6f2"",""deployment"":""582b3537-8021-4683-93e6-be42fe212cb9"",""replica"":""aa7123dc-5274-414e-b4f0-db6be8231743""}",2026-01-10T00:49:27.055445119Z
"2026-01-10 00:49:26,911 - base_gas_api - INFO - GET /api/accuracy/drift from 100.64.0.2","{""level"":""error""}","{""project"":""8f2b05cb-3739-45e0-9ce7-41b72e53105f"",""environment"":""30062d3a-ee90-44fd-b4a1-356972e7b025"",""service"":""80279322-99d7-4b5e-8bcc-4a088b3ca6f2"",""deployment"":""582b3537-8021-4683-93e6-be42fe212cb9"",""replica"":""aa7123dc-5274-414e-b4f0-db6be8231743""}",2026-01-10T00:49:27.055454318Z
2026-01-10 00:49:26 - base_gas_api - INFO - GET /api/accuracy/drift - 200 - 0.001s,"{""level"":""info""}","{""project"":""8f2b05cb-3739-45e0-9ce7-41b72e53105f"",""environment"":""30062d3a-ee90-44fd-b4a1-356972e7b025"",""service"":""80279322-99d7-4b5e-8bcc-4a088b3ca6f2"",""deployment"":""582b3537-8021-4683-93e6-be42fe212cb9"",""replica"":""aa7123dc-5274-414e-b4f0-db6be8231743""}",2026-01-10T00:49:27.055463125Z
"2026-01-10 00:49:26,912 - base_gas_api - INFO - GET /api/accuracy/drift - 200 - 0.001s","{""level"":""error""}","{""project"":""8f2b05cb-3739-45e0-9ce7-41b72e53105f"",""environment"":""30062d3a-ee90-44fd-b4a1-356972e7b025"",""service"":""80279322-99d7-4b5e-8bcc-4a088b3ca6f2"",""deployment"":""582b3537-8021-4683-93e6-be42fe212cb9"",""replica"":""aa7123dc-5274-414e-b4f0-db6be8231743""}",2026-01-10T00:49:27.055473136Z
2026-01-10 00:49:26 - base_gas_api - INFO - GET /api/health from 100.64.0.2,"{""level"":""info""}","{""project"":""8f2b05cb-3739-45e0-9ce7-41b72e53105f"",""environment"":""30062d3a-ee90-44fd-b4a1-356972e7b025"",""service"":""80279322-99d7-4b5e-8bcc-4a088b3ca6f2"",""deployment"":""582b3537-8021-4683-93e6-be42fe212cb9"",""replica"":""aa7123dc-5274-414e-b4f0-db6be8231743""}",2026-01-10T00:49:27.055481906Z
"2026-01-10 00:49:26,919 - base_gas_api - INFO - GET /api/health from 100.64.0.2","{""level"":""error""}","{""project"":""8f2b05cb-3739-45e0-9ce7-41b72e53105f"",""environment"":""30062d3a-ee90-44fd-b4a1-356972e7b025"",""service"":""80279322-99d7-4b5e-8bcc-4a088b3ca6f2"",""deployment"":""582b3537-8021-4683-93e6-be42fe212cb9"",""replica"":""aa7123dc-5274-414e-b4f0-db6be8231743""}",2026-01-10T00:49:27.055490893Z
"2026-01-10 00:49:26,927 - models.hybrid_predictor - WARNING - ⚠️  Spike detector not found: tried /data/models/spike_detector_1h.pkl","{""level"":""error""}","{""project"":""8f2b05cb-3739-45e0-9ce7-41b72e53105f"",""environment"":""30062d3a-ee90-44fd-b4a1-356972e7b025"",""service"":""80279322-99d7-4b5e-8bcc-4a088b3ca6f2"",""deployment"":""582b3537-8021-4683-93e6-be42fe212cb9"",""replica"":""aa7123dc-5274-414e-b4f0-db6be8231743""}",2026-01-10T00:49:27.055499649Z
"2026-01-10 00:49:26,928 - models.hybrid_predictor - WARNING - ⚠️  Spike detector not found: tried /data/models/spike_detector_4h.pkl","{""level"":""error""}","{""project"":""8f2b05cb-3739-45e0-9ce7-41b72e53105f"",""environment"":""30062d3a-ee90-44fd-b4a1-356972e7b025"",""service"":""80279322-99d7-4b5e-8bcc-4a088b3ca6f2"",""deployment"":""582b3537-8021-4683-93e6-be42fe212cb9"",""replica"":""aa7123dc-5274-414e-b4f0-db6be8231743""}",2026-01-10T00:49:27.055508367Z
"2026-01-10 00:49:26,928 - models.hybrid_predictor - WARNING - ⚠️  Spike detector not found: tried /data/models/spike_detector_24h.pkl","{""level"":""error""}","{""project"":""8f2b05cb-3739-45e0-9ce7-41b72e53105f"",""environment"":""30062d3a-ee90-44fd-b4a1-356972e7b025"",""service"":""80279322-99d7-4b5e-8bcc-4a088b3ca6f2"",""deployment"":""582b3537-8021-4683-93e6-be42fe212cb9"",""replica"":""aa7123dc-5274-414e-b4f0-db6be8231743""}",2026-01-10T00:49:27.055517857Z
"2026-01-10 00:49:26,928 - models.hybrid_predictor - ERROR - No spike detectors loaded!","{""level"":""error""}","{""project"":""8f2b05cb-3739-45e0-9ce7-41b72e53105f"",""environment"":""30062d3a-ee90-44fd-b4a1-356972e7b025"",""service"":""80279322-99d7-4b5e-8bcc-4a088b3ca6f2"",""deployment"":""582b3537-8021-4683-93e6-be42fe212cb9"",""replica"":""aa7123dc-5274-414e-b4f0-db6be8231743""}",2026-01-10T00:49:27.055526337Z
2026-01-10 00:49:26 - base_gas_api - INFO - GET /api/health - 200 - 0.017s,"{""level"":""info""}","{""project"":""8f2b05cb-3739-45e0-9ce7-41b72e53105f"",""environment"":""30062d3a-ee90-44fd-b4a1-356972e7b025"",""service"":""80279322-99d7-4b5e-8bcc-4a088b3ca6f2"",""deployment"":""582b3537-8021-4683-93e6-be42fe212cb9"",""replica"":""aa7123dc-5274-414e-b4f0-db6be8231743""}",2026-01-10T00:49:27.055535078Z
"2026-01-10 00:49:26,938 - base_gas_api - INFO - GET /api/health - 200 - 0.017s","{""level"":""error""}","{""project"":""8f2b05cb-3739-45e0-9ce7-41b72e53105f"",""environment"":""30062d3a-ee90-44fd-b4a1-356972e7b025"",""service"":""80279322-99d7-4b5e-8bcc-4a088b3ca6f2"",""deployment"":""582b3537-8021-4683-93e6-be42fe212cb9"",""replica"":""aa7123dc-5274-414e-b4f0-db6be8231743""}",2026-01-10T00:49:27.055564742Z
2026-01-10 00:49:26 - base_gas_api - INFO - GET /api/agent/status from 100.64.0.2,"{""level"":""info""}","{""project"":""8f2b05cb-3739-45e0-9ce7-41b72e53105f"",""environment"":""30062d3a-ee90-44fd-b4a1-356972e7b025"",""service"":""80279322-99d7-4b5e-8bcc-4a088b3ca6f2"",""deployment"":""582b3537-8021-4683-93e6-be42fe212cb9"",""replica"":""aa7123dc-5274-414e-b4f0-db6be8231743""}",2026-01-10T00:49:27.055574894Z
"2026-01-10 00:49:26,949 - base_gas_api - INFO - GET /api/agent/status from 100.64.0.2","{""level"":""error""}","{""project"":""8f2b05cb-3739-45e0-9ce7-41b72e53105f"",""environment"":""30062d3a-ee90-44fd-b4a1-356972e7b025"",""service"":""80279322-99d7-4b5e-8bcc-4a088b3ca6f2"",""deployment"":""582b3537-8021-4683-93e6-be42fe212cb9"",""replica"":""aa7123dc-5274-414e-b4f0-db6be8231743""}",2026-01-10T00:49:27.055583594Z
2026-01-10 00:49:26 - base_gas_api - INFO - GET /api/agent/status - 200 - 0.001s,"{""level"":""info""}","{""project"":""8f2b05cb-3739-45e0-9ce7-41b72e53105f"",""environment"":""30062d3a-ee90-44fd-b4a1-356972e7b025"",""service"":""80279322-99d7-4b5e-8bcc-4a088b3ca6f2"",""deployment"":""582b3537-8021-4683-93e6-be42fe212cb9"",""replica"":""aa7123dc-5274-414e-b4f0-db6be8231743""}",2026-01-10T00:49:27.055594771Z
"2026-01-10 00:49:26,950 - base_gas_api - INFO - GET /api/agent/status - 200 - 0.001s","{""level"":""error""}","{""project"":""8f2b05cb-3739-45e0-9ce7-41b72e53105f"",""environment"":""30062d3a-ee90-44fd-b4a1-356972e7b025"",""service"":""80279322-99d7-4b5e-8bcc-4a088b3ca6f2"",""deployment"":""582b3537-8021-4683-93e6-be42fe212cb9"",""replica"":""aa7123dc-5274-414e-b4f0-db6be8231743""}",2026-01-10T00:49:27.055603537Z
